binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,State,species
Mustela sibirica,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Siberian weasel,530.85,NA,106,NA,NA,NA,8.8,105.6,NA,NA,acceptable,565,105.6,NA,NA,NA,105.8,NA,Mustela_sibirica
Mustelus antarcticus,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Gummy shark,NA,NA,NA,NA,2336,1715,16,192,NA,NA,acceptable,16940,192,NA,NA,NA,192,NA,Mustelus_antarcticus
Mustelus californicus,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Gray smoothhound,NA,NA,NA,NA,766,584,9,108,NA,NA,acceptable,NA,108,NA,NA,NA,108,NA,Mustelus_californicus
Mustelus canis,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Dusky smooth-hound,NA,NA,NA,NA,1606,748,16,192,NA,NA,acceptable,6710,192,NA,NA,NA,192,NA,Mustelus_canis
Mustelus griseus,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Spotless smooth-hound,NA,NA,NA,NA,2062,2190,9,108,NA,NA,acceptable,NA,108,NA,NA,NA,108,NA,Mustelus_griseus
Mustelus henlei,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Brown smoothhound,NA,NA,NA,NA,2062,1131,13,156,NA,NA,acceptable,NA,156,NA,NA,NA,156,NA,Mustelus_henlei
Mustelus lenticulatus,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Spotted estuary smooth-hound,NA,NA,NA,NA,1460,1435,19.5,234,NA,NA,acceptable,2289,234,NA,NA,NA,234,NA,Mustelus_lenticulatus
Mustelus manazo,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Starspotted smooth-hound,NA,NA,NA,NA,1085,772,10,120,NA,NA,acceptable,3146,120,NA,NA,NA,120,NA,Mustelus_manazo
Mustelus mustelus,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Smooth-hound,NA,NA,NA,NA,4927,2737,24,288,NA,NA,acceptable,NA,288,NA,NA,NA,288,NA,Mustelus_mustelus
Mya arenaria,Mollusca,Bivalvia,Myoida,Myidae,Mya,Softshell,NA,NA,NA,NA,NA,NA,28,336,NA,NA,acceptable,NA,NA,NA,NA,NA,336,NA,Mya_arenaria
Mya truncata,Mollusca,Bivalvia,Myoida,Myidae,Mya,Truncate softshell,NA,NA,NA,NA,NA,NA,50,600,NA,NA,acceptable,NA,NA,NA,NA,NA,600,NA,Mya_truncata
Mycteria americana,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,Wood stork,NA,NA,NA,NA,1460,1460,27,324,NA,NA,acceptable,2500,324,NA,NA,NA,324,ARR,Mycteria_americana
Mycteria cinerea,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,Milky stork,NA,NA,NA,NA,NA,NA,12.4,148.8,NA,NA,questionable,NA,148.8,NA,NA,NA,148.8,NA,Mycteria_cinerea
Mycteria ibis,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,Yellow-billed stork,NA,NA,NA,NA,1090,NA,19.1,229.2,NA,NA,acceptable,2166.5,229.2,NA,NA,NA,229.2,NA,Mycteria_ibis
Mycteria leucocephala,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,Painted stork,NA,NA,NA,NA,NA,NA,28.6,343.2,NA,NA,acceptable,3180,343.2,NA,NA,NA,343.2,NA,Mycteria_leucocephala
Mycteroperca interstitialis,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Yellowmouth grouper,NA,NA,NA,NA,NA,NA,41,492,NA,NA,acceptable,5610,492,NA,NA,NA,492,NA,Mycteroperca_interstitialis
Mycteroperca phenax,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Scamp,NA,NA,NA,NA,NA,NA,21,252,NA,NA,acceptable,7810,252,NA,NA,NA,252,NA,Mycteroperca_phenax
Myiagra alecto,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Shining flycatcher,NA,NA,NA,NA,NA,NA,5.2,62.4,NA,NA,acceptable,NA,NA,20.5,NA,0.75628,62.4,NA,Myiagra_alecto
Myiagra rubecula,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Leaden flycatcher,NA,NA,NA,NA,NA,NA,6.2,74.4,NA,NA,acceptable,NA,NA,12.6,NA,0.55944,74.4,NA,Myiagra_rubecula
Myiagra ruficollis,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Broad-billed flycatcher,NA,NA,NA,NA,NA,NA,8.6,103.2,NA,NA,acceptable,NA,NA,NA,NA,NA,103.2,NA,Myiagra_ruficollis
Myiarchus antillarum,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Puerto rican flycatcher,NA,NA,NA,NA,NA,NA,13.6,163.2,NA,NA,acceptable,23.4,163.2,NA,NA,NA,163.2,NA,Myiarchus_antillarum
Myiarchus apicalis,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Apical flycatcher,NA,NA,NA,NA,NA,NA,6,72,NA,NA,questionable,NA,NA,NA,NA,NA,72,NA,Myiarchus_apicalis
Myiarchus cinerascens,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Ash-throated flycatcher,NA,NA,NA,NA,363,NA,11.9,142.8,NA,NA,acceptable,28.5,142.8,NA,NA,NA,142.8,NA,Myiarchus_cinerascens
Myiarchus crinitus,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Great crested flycatcher,NA,NA,NA,NA,365,365,14.9,178.8,0.384,33.9,acceptable,32.1,178.8,NA,NA,NA,178.8,NA,Myiarchus_crinitus
Myiarchus tyrannulus,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Brown-crested flycatcher,NA,NA,NA,NA,363,NA,11,132,NA,NA,acceptable,35,132,NA,NA,NA,132,NA,Myiarchus_tyrannulus
Myioborus pictus,Chordata,Aves,Passeriformes,Parulidae,Myioborus,Painted redstart,NA,NA,NA,NA,304,304,6.6,79.2,NA,NA,acceptable,9.75,79.2,NA,NA,NA,79.2,DIU,Myioborus_pictus
Myiopsitta monachus,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,Monk parakeet,NA,NA,NA,NA,730,730,22.1,265.2,0.5189,80.4,acceptable,81.7,265.2,NA,NA,NA,265.2,NA,Myiopsitta_monachus
Myliobatis californica,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,Bat ray,NA,NA,NA,NA,1825,1095,24,288,NA,NA,acceptable,45155,288,NA,NA,NA,288,NA,Myliobatis_californica
Myocastor coypus,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,Nutria,6361.55,NA,144,187.09,152,152,19,228,NA,NA,acceptable,7850,102,NA,NA,NA,186,NOC,Myocastor_coypus
Myodes gapperi,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,NA,19.83,22.65,20,94.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,Myodes_gapperi
Myodes glareolus,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Bank vole,20.73,21.9,58.8,40.91,47,72,4.9,58.8,0.312,21.5,acceptable,20.8,58.8,NA,NA,NA,58.8,NA,Myodes_glareolus
Myodes rutilus,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Northern red-backed vole,19.94,21.5,NA,NA,NA,NA,2.1,25.2,NA,NA,acceptable,NA,NA,NA,NA,NA,25.2,NA,Myodes_rutilus
Myodes smithii,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,NA,34.94,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,Myodes_smithii
Myoprocta acouchy,Chordata,Mammalia,Rodentia,Dasyproctidae,Myoprocta,Red acouchi,954.87,914,120,218.76,304,304,14.8,177.6,2.804,914,acceptable,775,177.6,914,2.792777778,NA,148.8,DIU,Myoprocta_acouchy
Myopus schisticolor,Chordata,Mammalia,Rodentia,Cricetidae,Myopus,Wood lemming,29.99,26.4,12,25.37,33,NA,NA,NA,0.522,26.4,low,NA,NA,28.2,0.5546,NA,12,NOC,Myopus_schisticolor
Myosorex varius,Chordata,Mammalia,Soricomorpha,Soricidae,Myosorex,Forest shrew,11.68,NA,12,NA,NA,NA,2.1,25.2,NA,NA,acceptable,17.5,25.2,NA,NA,NA,18.6,NA,Myosorex_varius
Myotis adversus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Large-footed myotis,10.41,NA,NA,231.09,231,NA,8,96,NA,NA,questionable,NA,NA,NA,NA,NA,96,NA,Myotis_adversus
Myotis auriculus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,NA,38.04,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,Myotis_auriculus
Myotis austroriparius,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,NA,7.35,NA,72,188.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,Myotis_austroriparius
Myotis bechsteinii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Bechstein's bat,9.47,NA,252,NA,NA,NA,21,252,NA,NA,acceptable,10.5,252,NA,NA,NA,252,NA,Myotis_bechsteinii
Myotis blythii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Lesser mouse-eared bat,23.82,NA,237.99,420.91,421,502,33,396,NA,NA,acceptable,23,396,NA,NA,NA,316.995,NA,Myotis_blythii
Myotis brandtii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Brandt's bat,5.3,NA,NA,NA,NA,NA,41,492,NA,NA,acceptable,7,492,NA,NA,NA,492,NA,Myotis_brandtii
Myotis californicus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,NA,4.39,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,Myotis_californicus
Myotis dasycneme,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Pond bat,15.16,NA,234,NA,NA,NA,20.5,246,NA,NA,acceptable,15,246,15,NA,0.31,240,NA,Myotis_dasycneme
Myotis daubentonii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Daubenton's bat,7.63,NA,336,371.23,730,730,28,336,NA,NA,acceptable,8.5,336,NA,NA,NA,336,NA,Myotis_daubentonii
Myotis emarginatus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Geoffroy's bat,7.56,NA,216,413.84,456,456,22.7,272.4,NA,NA,acceptable,11,272.4,NA,NA,NA,244.2,NA,Myotis_emarginatus
Myotis evotis,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Western long-eared myotis,6.91,NA,NA,NA,NA,NA,22,264,NA,NA,acceptable,7.4,264,NA,NA,NA,264,NA,Myotis_evotis
Myotis grisescens,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Gray myotis,10.84,NA,471.24,530.44,456,456,16.5,198,NA,NA,acceptable,9.25,198,NA,NA,NA,334.62,NA,Myotis_grisescens
Myotis keenii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Keen's myotis,6.51,NA,222,NA,365,365,19,228,NA,NA,acceptable,7.4,228,NA,NA,NA,225,NA,Myotis_keenii
Myotis leibii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Eastern small-footed myotis,5.22,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,5.6,144,NA,NA,NA,144,NA,Myotis_leibii
Myotis lucifugus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Little brown bat,7.8,6.5,408,280.6,210,210,34,408,0.051,5.8,acceptable,10,408,NA,NA,NA,408,NOC,Myotis_lucifugus
Myotis myotis,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Mouse-eared bat,25.59,NA,264,399.6,502,502,37.1,445.2,NA,NA,acceptable,28.55,445.2,25,NA,0.48,354.6,NA,Myotis_myotis
Myotis mystacinus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Whiskered bat,NA,NA,NA,NA,365,456,24,288,NA,NA,acceptable,5.3,288,4,NA,0.16,288,NA,Myotis_mystacinus
Myotis nattereri,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Natterer's bat,7.25,NA,180,NA,NA,NA,23.7,284.4,NA,NA,acceptable,7.5,284.4,7,NA,0.22,232.2,NA,Myotis_nattereri
Myotis nigricans,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Black myotis,NA,NA,NA,NA,98,98,7,84,0.027,3.7,acceptable,4.2,84,4.5,NA,0.12,84,NA,Myotis_nigricans
Myotis sodalis,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Indiana bat,7.15,NA,240,356.56,357,NA,20,240,NA,NA,acceptable,7.7,240,NA,NA,NA,240,NA,Myotis_sodalis
Myotis thysanodes,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Fringed myotis,8.49,NA,219.6,NA,NA,NA,18.3,219.6,NA,NA,acceptable,6,219.6,NA,NA,NA,219.6,NA,Myotis_thysanodes
Myotis velifer,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Cave myotis,9.82,11.9,135.96,420.91,365,365,11.3,135.6,0.04,11.9,acceptable,10.1,135.6,NA,NA,NA,135.78,NA,Myotis_velifer
Myotis vivesi,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Fish-eating bat,25.63,25,120,NA,NA,NA,10,120,0.199,25,acceptable,25,120,NA,NA,NA,120,NA,Myotis_vivesi
Myotis volans,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Long-legged myotis,8.71,NA,51,243.59,152,NA,21,252,NA,NA,acceptable,7,252,NA,NA,NA,151.5,NA,Myotis_volans
Myotis yumanensis,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Yuma myotis,5.15,5,105.96,NA,365,365,14,168,0.047,5,acceptable,6.25,168,NA,NA,NA,136.98,NA,Myotis_yumanensis
Myoxocephalus octodecemspinosus,Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,Longhorn sculpin,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,NA,132,NA,NA,NA,132,NA,Myoxocephalus_octodecemspinosus
Myoxocephalus quadricornis,Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,Fourhorn sculpin,NA,NA,NA,NA,NA,NA,14,168,NA,NA,acceptable,143,168,NA,NA,NA,168,NA,Myoxocephalus_quadricornis
Myrmecobius fasciatus,Chordata,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,Numbat,511.44,440,72,NA,350,731,11,132,0.907,438.2,acceptable,471.5,132,402.7,NA,NA,102,DIU,Myrmecobius_fasciatus
Myrmecophaga tridactyla,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,Giant anteater,29531.83,30600,312,1227.12,1186,1186,31,372,14.543,30600,acceptable,28500,372,30600,14.45,NA,342,DIU,Myrmecophaga_tridactyla
Myrrophis chinensis,Chordata,Reptilia,Squamata,Homalopsidae,Myrrophis,Chinese water snake,NA,NA,NA,NA,NA,NA,4.2,50.4,NA,NA,acceptable,NA,50.4,NA,NA,NA,50.4,NA,Myrrophis_chinensis
Mystacina tuberculata,Chordata,Mammalia,Chiroptera,Mystacinidae,Mystacina,New Zealand lesser short-tailed bat,13.14,NA,NA,NA,NA,NA,7.6,91.2,NA,NA,acceptable,23.5,91.2,NA,NA,NA,91.2,NOC,Mystacina_tuberculata
Mystromys albicaudatus,Chordata,Mammalia,Rodentia,Nesomyidae,Mystromys,White-tailed mouse,86.85,93.78,72,124.72,109,NA,6.3,75.6,0.707,93.8,acceptable,106,75.6,93.78,0.704392,NA,73.8,NA,Mystromys_albicaudatus
Mytilus californianus,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,California mussel,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,NA,NA,NA,NA,36,NA,Mytilus_californianus
Mytilus edulis,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue mussel,NA,NA,NA,NA,NA,NA,24,288,NA,NA,acceptable,NA,NA,NA,NA,NA,288,NA,Mytilus_edulis
Mytilus galloprovincialis,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mediterranean mussel,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,NA,NA,NA,NA,NA,240,NA,Mytilus_galloprovincialis
Mytilus trossulus,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Foolish mussel,NA,NA,NA,NA,NA,NA,13,156,NA,NA,acceptable,NA,NA,NA,NA,NA,156,NA,Mytilus_trossulus
Myuchelys latisternum,Chordata,Reptilia,Testudines,Chelidae,Myuchelys,Serrated snapping turtle,NA,NA,NA,NA,NA,NA,26.5,318,NA,NA,acceptable,1377,318,NA,NA,NA,318,NA,Myuchelys_latisternum
Myzomela erythrocephala,Chordata,Aves,Passeriformes,Meliphagidae,Myzomela,Red-headed myzomela,NA,NA,NA,NA,NA,NA,7.1,85.2,NA,NA,acceptable,NA,NA,NA,NA,NA,85.2,NA,Myzomela_erythrocephala
Myzomela obscura,Chordata,Aves,Passeriformes,Meliphagidae,Myzomela,Dusky myzomela,NA,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,NA,NA,13,NA,0.52836,144,NA,Myzomela_obscura
Myzomela sanguinolenta,Chordata,Aves,Passeriformes,Meliphagidae,Myzomela,Scarlet myzomela,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,NA,NA,8,NA,0.35224,120,NA,Myzomela_sanguinolenta
Naemorhedus baileyi,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,Red goral,28863.45,NA,219,NA,950,500,19,228,NA,NA,acceptable,28863,228,NA,NA,NA,223.5,NA,Naemorhedus_baileyi
Naemorhedus caudatus,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,Chinese goral,26999.99,NA,108.96,NA,950,500,20.3,243.6,NA,NA,acceptable,27000,243.6,NA,NA,NA,176.28,NA,Naemorhedus_caudatus
Naemorhedus goral,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,Goral,28796.51,NA,211.2,1016.66,500,500,17.6,211.2,NA,NA,acceptable,31750,211.2,NA,NA,NA,211.2,NA,Naemorhedus_goral
Naemorhedus griseus,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,NA,NA,NA,207.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.96,NA,Naemorhedus_griseus
Naja atra,Chordata,Reptilia,Squamata,Elapidae,Naja,"Chinese cobra, or Indian spitting cobra, or Golden spitting cobra",NA,NA,NA,NA,NA,NA,11.7,140.4,NA,NA,acceptable,1849,140.4,NA,NA,NA,140.4,NA,Naja_atra
Naja haje,Chordata,Reptilia,Squamata,Elapidae,Naja,Egyptian cobra,NA,NA,NA,NA,NA,NA,22.1,265.2,NA,NA,acceptable,6796,265.2,NA,NA,NA,265.2,NA,Naja_haje
Naja kaouthia,Chordata,Reptilia,Squamata,Elapidae,Naja,"Indian cobra, or Monocled cobra",NA,NA,NA,NA,NA,NA,25.4,304.8,NA,NA,acceptable,3113,304.8,NA,NA,NA,304.8,NA,Naja_kaouthia
Naja melanoleuca,Chordata,Reptilia,Squamata,Elapidae,Naja,Black and white cobra,NA,NA,NA,NA,NA,NA,29.1,349.2,NA,NA,acceptable,6957,349.2,NA,NA,0.646,349.2,NA,Naja_melanoleuca
Naja mossambica,Chordata,Reptilia,Squamata,Elapidae,Naja,Mozambique spitting cobra,NA,NA,NA,NA,NA,NA,16.7,200.4,NA,NA,acceptable,8787,200.4,NA,NA,NA,200.4,NA,Naja_mossambica
Naja naja,Chordata,Reptilia,Squamata,Elapidae,Naja,Indian cobra,NA,NA,NA,NA,NA,NA,32.3,387.6,NA,NA,acceptable,NA,387.6,NA,NA,NA,387.6,ARR,Naja_naja
Naja nigricollis,Chordata,Reptilia,Squamata,Elapidae,Naja,Blackneck spitting cobra,NA,NA,NA,NA,NA,NA,23.2,278.4,NA,NA,acceptable,8787,278.4,NA,NA,NA,278.4,NA,Naja_nigricollis
Naja nivea,Chordata,Reptilia,Squamata,Elapidae,Naja,Cape cobra,NA,NA,NA,NA,NA,NA,26,312,NA,NA,acceptable,NA,312,NA,NA,NA,312,NA,Naja_nivea
Naja pallida,Chordata,Reptilia,Squamata,Elapidae,Naja,Red spitting cobra,NA,NA,NA,NA,NA,NA,20.2,242.4,NA,NA,acceptable,8787,242.4,NA,NA,NA,242.4,NA,Naja_pallida
Naja samarensis,Chordata,Reptilia,Squamata,Elapidae,Naja,Southeastern philippine cobra,NA,NA,NA,NA,NA,NA,11.4,136.8,NA,NA,acceptable,NA,136.8,NA,NA,NA,136.8,NA,Naja_samarensis
Naja sputatrix,Chordata,Reptilia,Squamata,Elapidae,Naja,"Indonesian cobra, or Indian spitting cobra, or Indochinese spitting cobra",NA,NA,NA,NA,NA,NA,13.5,162,NA,NA,acceptable,3113,162,NA,NA,NA,162,NA,Naja_sputatrix
Nandayus nenday,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus,Nanday parakeet,NA,NA,NA,NA,NA,NA,18.7,224.4,NA,NA,acceptable,128,224.4,NA,NA,NA,224.4,NA,Nandayus_nenday
Nandinia binotata,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,African palm civet,2167.2,3121.25,222,1015,1095,1095,21,252,5.565,4270,acceptable,1900,252,NA,NA,NA,237,NOC,Nandinia_binotata
Nanger dama,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,Dama gazelle,71424.81,NA,207.96,109.36,109,NA,19.3,231.6,NA,NA,acceptable,73000,231.6,NA,NA,NA,219.78,NA,Nanger_dama
Nanger granti,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,Grant's gazelle,55464.46,NA,152.04,249.81,251,NA,23,276,NA,NA,acceptable,67000,236.4,NA,NA,NA,214.02,NA,Nanger_granti
Nanger soemmerringii,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,Soemmerring's gazelle,41582.93,NA,186,413.84,640,NA,15.5,186,NA,NA,acceptable,48500,186,NA,NA,NA,186,NA,Nanger_soemmerringii
Napaeozapus insignis,Chordata,Mammalia,Rodentia,Dipodidae,Napaeozapus,Woodland jumping mouse,22.25,22,48,420.91,256,NA,NA,NA,0.22,21.8,low,NA,NA,NA,NA,NA,48,NOC,Napaeozapus_insignis
Nasalis larvatus,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis,Proboscis monkey,12265.65,NA,252,1894.11,1460,NA,25.1,301.2,NA,NA,acceptable,14617.5,301.2,NA,NA,NA,276.6,NA,Nasalis_larvatus
Nasua narica,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,White-nosed coati,4578.43,4460,212,1009.04,712,712,26.4,316.8,6.733,3670,acceptable,3750,316.8,NA,NA,33.735,264.4,NA,Nasua_narica
Nasua nasua,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,South american coati,3775.5,3780,212.4,841.82,730,730,23.7,284.4,5.591,3924.3,high,4750,284.4,NA,NA,NA,248.4,NA,Nasua_nasua
Natalus stramineus,Chordata,Mammalia,Chiroptera,Natalidae,Natalus,NA,5.68,NA,57.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.96,NA,Natalus_stramineus
Natrix natrix,Chordata,Reptilia,Squamata,Colubridae,Natrix,European grass snake,NA,NA,NA,NA,1460,1460,20,240,0.0295,94.2,acceptable,96.25,240,53.75,NA,NA,240,NA,Natrix_natrix
Naultinus elegans,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,Auckland green gecko,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,NA,240,NA,NA,NA,240,NA,Naultinus_elegans
Naultinus gemmeus,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,Jewelled gecko,NA,NA,NA,NA,NA,NA,16,192,NA,NA,acceptable,6.63,192,NA,NA,NA,192,NA,Naultinus_gemmeus
Naultinus grayii,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,Northland green gecko,NA,NA,NA,NA,NA,NA,16,192,NA,NA,acceptable,NA,192,NA,NA,NA,192,NA,Naultinus_grayii
Naultinus rudis,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,Rough scale gecko,NA,NA,NA,NA,NA,NA,13,156,NA,NA,acceptable,NA,156,NA,NA,NA,156,NA,Naultinus_rudis
Necrosyrtes monachus,Chordata,Aves,Accipitriformes,Accipitridae,Necrosyrtes,Hooded vulture,NA,NA,NA,NA,NA,NA,21.3,255.6,NA,NA,acceptable,NA,NA,NA,NA,NA,255.6,DIU,Necrosyrtes_monachus
Nectophrynoides asperginis,Chordata,Amphibia,Anura,Bufonidae,Nectophrynoides,Kihansi spray toad,NA,NA,NA,NA,NA,NA,5,60,NA,NA,questionable,NA,60,NA,NA,NA,60,NA,Nectophrynoides_asperginis
Necturus maculosus,Chordata,Amphibia,Caudata,Proteidae,Necturus,Mudpuppy,NA,NA,NA,NA,2190,1825,34,408,NA,NA,acceptable,220.1,408,NA,NA,NA,408,NOC,Necturus_maculosus
Negaprion brevirostris,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,Lemon shark,NA,NA,NA,NA,4636,NA,20,240,NA,NA,acceptable,101035,240,NA,NA,NA,240,NA,Negaprion_brevirostris
Nelusetta ayraud,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Nelusetta,Chinaman-leatherjacket,NA,NA,NA,NA,1095,1095,9,108,NA,NA,acceptable,1925,108,NA,NA,NA,108,NA,Nelusetta_ayraud
Nemadactylus macropterus,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Nemadactylus,Tarakihi,NA,NA,NA,NA,1825,1825,50,600,NA,NA,acceptable,NA,600,NA,NA,NA,600,NA,Nemadactylus_macropterus
Nemipterus japonicus,Chordata,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,Japanese threadfin-bream,NA,NA,NA,NA,365,NA,8,96,NA,NA,acceptable,327.8,96,NA,NA,NA,96,NA,Nemipterus_japonicus
Neoceratodus forsteri,Chordata,Dipnoi,Ceratodontiformes,Neoceratodontidae,Neoceratodus,Australian lungfish,NA,NA,NA,NA,NA,NA,85,1020,NA,NA,questionable,NA,NA,NA,NA,NA,1020,NA,Neoceratodus_forsteri
Neochmia phaeton,Chordata,Aves,Passeriformes,Estrildidae,Neochmia,Crimson finch,NA,NA,NA,NA,NA,NA,5.8,69.6,NA,NA,questionable,NA,NA,9.9,NA,0.518,69.6,NA,Neochmia_phaeton
Neochmia ruficauda,Chordata,Aves,Passeriformes,Estrildidae,Neochmia,Star finch,NA,NA,NA,NA,NA,NA,3.4,40.8,NA,NA,questionable,NA,NA,NA,NA,NA,40.8,NA,Neochmia_ruficauda
Neochmia temporalis,Chordata,Aves,Passeriformes,Estrildidae,Neochmia,Red-browed finch,NA,NA,NA,NA,NA,NA,23.4,280.8,NA,NA,acceptable,NA,NA,9.5,NA,NA,280.8,NA,Neochmia_temporalis
Neocyttus rhomboidalis,Chordata,Teleostei,Zeiformes,Oreosomatidae,Neocyttus,Spiky oreo,NA,NA,NA,NA,NA,NA,100,1200,NA,NA,acceptable,1100,1200,NA,NA,NA,1200,NA,Neocyttus_rhomboidalis
