phylum,class,order,family,genus,species,specificEpithet,sex,sampleSizeValue,body mass,body mass_minimum,body mass_maximum,metabolic rate,metabolic rate_minimum,metabolic rate_maximum,original respiratoryQuotient,original temperature,mass-specific metabolic rate,brain size
Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus tricolor,tricolor,,1,0.184,,,,,,,,,0.00247604
Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,miles,,1,0.31,,,,,,,,,0.0029526
Chordata,Aves,Charadriiformes,Pedionomidae,Pedionomus,Pedionomus torquatus,torquatus,,1,0.0675,,,,,,,,,0.00079772
Chordata,Aves,Charadriiformes,Jacanidae,Irediparra,Irediparra gallinacea,gallinacea,,1,0.108,,,,,,,,,0.00117068
Chordata,Aves,Charadriiformes,Rostratulidae,Rostratula,Rostratula australis,australis,,1,0.1255,,,,,,,,,0.00147112
Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago hardwickii,hardwickii,,1,0.19,,,,,,,,,0.00206164
Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa lapponica,lapponica,,1,0.316,,,,,,,,,0.00286972
Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius phaeopus,phaeopus,,1,0.35,,,,,,,,,0.00324268
Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius madagascariensis,madagascariensis,,1,0.9,,,,,,,,,0.0048692
Chordata,Aves,Charadriiformes,Scolopacidae,Xenus,Xenus cinereus,cinereus,,1,0.075,,,,,,,,,0.00106708
Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,hypoleucos,,1,0.048,,,,,,,,,0.00089096
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa brevipes,brevipes,,1,0.125,,,,,,,,,0.00138824
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa incana,incana,,1,0.11,,,,,,,,,0.00133644
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,nebularia,,1,0.17,,,,,,,,,0.0020202
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa stagnatilis,stagnatilis,,1,0.07,,,,,,,,,0.0020202
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa glareola,glareola,,1,0.055,,,,,,,,,0.00105672
Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,interpres,,1,0.115,,,,,,,,,0.00107744
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris tenuirostris,tenuirostris,,1,0.155,,,,,,,,,0.00159544
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus,canutus,,1,0.12,,,,,,,,,0.00136752
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alba,alba,,1,0.06,,,,,,,,,0.00104636
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,ruficollis,,1,0.025,,,,,,,,,0.00068376
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subminuta,subminuta,,1,0.025,,,,,,,,,0.00061124
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris melanotos,melanotos,,1,0.06,,,,,,,,,0.00105672
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris acuminata,acuminata,,1,0.065,,,,,,,,,0.00102564
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea,ferruginea,,1,0.057,,,,,,,,,0.00102564
Chordata,Aves,Charadriiformes,Scolopacidae,Limicola,Limicola falcinellus,falcinellus,,1,0.04,,,,,,,,,0.00074592
Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,Phalaropus lobatus,lobatus,,1,0.034,,,,,,,,,0.0004662
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix melanogaster,melanogaster,,1,0.0825,,,,,,,,,0.00109816
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix varius,varius,,1,0.08,,,,,,,,,0.00107744
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix pyrrhothorax,pyrrhothorax,,1,0.0515,,,,,,,,,0.00059052
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix velox,velox,,1,0.046,,,,,,,,,0.00069412
Chordata,Aves,Charadriiformes,Glareolidae,Stiltia,Stiltia isabella,isabella,,1,0.0545,,,,,,,,,0.0010878
Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius pomarinus,pomarinus,,1,0.7,,,,,,,,,0.00496244
Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius parasiticus,parasiticus,,1,0.465,,,,,,,,,0.00403004
Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius longicaudus,longicaudus,,1,0.295,,,,,,,,,0.00306656
Chordata,Aves,Charadriiformes,Laridae,Anous,Anous stolidus,stolidus,,1,0.185,,,,,,,,,0.00231028
Chordata,Aves,Charadriiformes,Laridae,Anous,Anous minutus,minutus,,1,0.11,,,,,,,,,0.00156436
Chordata,Aves,Charadriiformes,Laridae,Onychoprion,Onychoprion fuscata,fuscata,,1,0.176,,,,,,,,,0.00240352
Chordata,Aves,Charadriiformes,Laridae,Sternula,Sternula albifrons,albifrons,,1,0.0475,,,,,,,,,0.00106708
Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,Hydroprogne caspia,caspia,,1,0.5655,,,,,,,,,0.00485884
Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida,hybrida,,1,0.085,,,,,,,,,0.00153328
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna dougallii,dougallii,,1,0.095,,,,,,,,,0.00158508
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna sumatrana,sumatrana,,1,0.09,,,,,,,,,0.00135716
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna hirundo,hirundo,,1,0.12,,,,,,,,,0.00194768
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna vittata,vittata,,1,0.15,,,,,,,,,0.00208236
Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus bergii,bergii,,1,0.31,,,,,,,,,0.00348096
Chordata,Aves,Charadriiformes,Laridae,Larus,Larus pacificus,pacificus,,1,1.187,,,,,,,,,0.0070448
Chordata,Aves,Charadriiformes,Laridae,Larus,Larus dominicanus,dominicanus,,1,0.94,,,,,,,,,0.00684796
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus novaehollandiae,novaehollandiae,,1,0.3125,,,,,,,,,0.00323232
Chordata,Aves,Psittaciformes,Cacatuidae,Probosciger,Probosciger aterrimus,aterrimus,,1,0.806,,,,,,,,,0.021238
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus banksii,banksii,,1,0.67,,,,,,,,,0.0123802
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus lathami,lathami,,1,0.463,,,,,,,,,0.01013208
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus funereus,funereus,,1,0.66,,,,,,,,,0.01562288
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus latirostris,latirostris,,1,0.65,,,,,,,,,0.014763
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus baudinii,baudinii,,1,0.66,,,,,,,,,0.01515668
Chordata,Aves,Psittaciformes,Cacatuidae,Callocephalon,Callocephalon fimbriatum,fimbriatum,,1,0.25,,,,,,,,,0.00774928
Chordata,Aves,Psittaciformes,Cacatuidae,Lophochroa,Lophochroa leadbeateri,leadbeateri,,1,0.387,,,,,,,,,0.00877492
Chordata,Aves,Psittaciformes,Cacatuidae,Eolophus,Eolophus roseicapillus,roseicapillus,,1,0.312,,,,,,,,,0.00666148
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua tenuirostris,tenuirostris,,1,0.565,,,,,,,,,0.01102304
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua pastinator,pastinator,,1,0.765,,,,,,,,,0.01138564
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua sanguinea,sanguinea,,1,0.472,,,,,,,,,0.00923076
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita,galerita,,1,0.728,,,,,,,,,0.01475264
Chordata,Aves,Psittaciformes,Cacatuidae,Nymphicus,Nymphicus hollandicus,hollandicus,,1,0.08815,,,,,,,,,0.00247604
Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus haematodus,haematodus,,1,0.125,,,,,,,,,0.00379176
Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus chlorolepidotus,chlorolepidotus,,1,0.0869,,,,,,,,,0.0031598
Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,Psitteuteles versicolor,versicolor,,1,0.0536,,,,,,,,,0.002072
Chordata,Aves,Psittaciformes,Psittaculidae,Glossopsitta,Glossopsitta concinna,concinna,,1,0.07,,,,,,,,,0.00297332
Chordata,Aves,Psittaciformes,Psittaculidae,Glossopsitta,Glossopsitta pusilla,pusilla,,1,0.0415,,,,,,,,,0.00164724
Chordata,Aves,Psittaciformes,Psittaculidae,Glossopsitta,Glossopsitta porphyrocephala,porphyrocephala,,1,0.045,,,,,,,,,0.00195804
Chordata,Aves,Psittaciformes,Psittaculidae,Cyclopsitta,Cyclopsitta diophthalma,diophthalma,,1,0.0366,,,,,,,,,0.0017612
Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus roratus,roratus,,1,0.507,,,,,,,,,0.00762496
Chordata,Aves,Psittaciformes,Psittacidae,Geoffroyus,Geoffroyus geoffroyi,geoffroyi,,1,0.152,,,,,,,,,0.00441336
Chordata,Aves,Psittaciformes,Psittaculidae,Alisterus,Alisterus scapularis,scapularis,,1,0.207,,,,,,,,,0.00464128
Chordata,Aves,Psittaciformes,Psittaculidae,Aprosmictus,Aprosmictus erythropterus,erythropterus,,1,0.155,,,,,,,,,0.0039886
Chordata,Aves,Psittaciformes,Psittaculidae,Polytelis,Polytelis swainsonii,swainsonii,,1,0.145,,,,,,,,,0.0034706
Chordata,Aves,Psittaciformes,Psittaculidae,Polytelis,Polytelis anthopeplus,anthopeplus,,1,0.175,,,,,,,,,0.0039886
Chordata,Aves,Psittaciformes,Psittaculidae,Polytelis,Polytelis alexandrae,alexandrae,,1,0.105,,,,,,,,,0.00267288
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus caledonicus,caledonicus,,1,0.128,,,,,,,,,0.00376068
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus elegans,elegans,,1,0.124,,,,,,,,,0.00391608
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus eximius,eximius,,1,0.105,,,,,,,,,0.00311836
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus adscitus,adscitus,,1,0.1035,,,,,,,,,0.00317016
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus venustus,venustus,,1,0.0925,,,,,,,,,0.00265216
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus icterotis,icterotis,,1,0.065,,,,,,,,,0.00246568
Chordata,Aves,Psittaciformes,Psittaculidae,Barnardius,Barnardius zonarius,zonarius,,1,0.1416,,,,,,,,,0.00405076
Chordata,Aves,Psittaciformes,Psittaculidae,Purpureicephalus,Purpureicephalus spurius,spurius,,1,0.115,,,,,,,,,0.00361564
Chordata,Aves,Psittaciformes,Psittaculidae,Northiella,Northiella haematogaster,haematogaster,,1,0.078,,,,,,,,,0.0024864
Chordata,Aves,Psittaciformes,Psittaculidae,Lathamus,Lathamus discolor,discolor,,1,0.065,,,,,,,,,0.00245532
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus haematonotus,haematonotus,,1,0.0625,,,,,,,,,0.00204092
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus varius,varius,,1,0.055,,,,,,,,,0.00185444
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus chrysopterygius,chrysopterygius,,1,0.04115,,,,,,,,,0.0014504
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus dissimilis,dissimilis,,1,0.0475,,,,,,,,,0.00180264
Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,Melopsittacus undulatus,undulatus,,1,0.026,,,,,,,,,0.001554
Chordata,Aves,Psittaciformes,Psittaculidae,Neopsephotus,Neopsephotus bourkii,bourkii,,1,0.045,,,,,,,,,0.001295
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema chrysostoma,chrysostoma,,1,0.055,,,,,,,,,0.00159544
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema elegans,elegans,,1,0.0425,,,,,,,,,0.00132608
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema petrophila,petrophila,,1,0.055,,,,,,,,,0.0017612
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema pulchella,pulchella,,1,0.04,,,,,,,,,0.00133644
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema splendida,splendida,,1,0.0385,,,,,,,,,0.00132608
Chordata,Aves,Psittaciformes,Psittaculidae,Pezoporus,Pezoporus wallicus,wallicus,,1,0.0775,,,,,,,,,0.00275576
Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus phasianinus,phasianinus,,1,0.377,,,,,,,,,0.00426832
Chordata,Aves,Cuculiformes,Cuculidae,Eudynamys,Eudynamys orientalis,orientalis,,1,0.243,,,,,,,,,0.00254856
Chordata,Aves,Cuculiformes,Cuculidae,Scythrops,Scythrops novaehollandiae,novaehollandiae,,1,0.7475,,,,,,,,,0.0055426
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx basalis,basalis,,1,0.0245,,,,,,,,,0.00064232
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx osculans,osculans,,1,0.032,,,,,,,,,0.00075628
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx lucidus,lucidus,,1,0.025,,,,,,,,,0.00071484
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx minutillus,minutillus,,1,0.017,,,,,,,,,0.00060088
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis castaneiventris,castaneiventris,,1,0.03,,,,,,,,,0.0009842
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis flabelliformis,flabelliformis,,1,0.0538,,,,,,,,,0.00112924
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis variolosus,variolosus,,1,0.038,,,,,,,,,0.00100492
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis pallidus,pallidus,,1,0.0905,,,,,,,,,0.00148148
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox strenua,strenua,,1,1.35,,,,,,,,,0.01185184
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox rufa,rufa,,1,0.82,,,,,,,,,0.00873348
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox connivens,connivens,,1,0.522,,,,,,,,,0.0066304
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox novaeseelandiae,novaeseelandiae,,1,0.234,,,,,,,,,0.00572908
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto tenebricosa,tenebricosa,,1,0.585,,,,,,,,,0.0131572
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto novaehollandiae,novaehollandiae,,1,0.593,,,,,,,,,0.00877492
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto javanica,javanica,,1,0.36,,,,,,,,,0.00674436
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto longimembris,longimembris,,1,0.3715,,,,,,,,,0.00541828
Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx azureus,azureus,,1,0.035,,,,,,,,,0.00101528
Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,Tanysiptera sylvia,sylvia,,1,0.047,,,,,,,,,0.00118104
Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo novaeguineae,novaeguineae,,1,0.281,,,,,,,,,0.00446516
Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo leachii,leachii,,1,0.31,,,,,,,,,0.00438228
Chordata,Aves,Coraciiformes,Alcedinidae,Syma,Syma torotoro,torotoro,,1,0.0395,,,,,,,,,0.00114996
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus macleayii,macleayii,,1,0.038,,,,,,,,,0.00110852
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus pyrrhopygius,pyrrhopygius,,1,0.0555,,,,,,,,,0.00117068
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus sanctus,sanctus,,1,0.0515,,,,,,,,,0.00106708
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris,chloris,,1,0.067,,,,,,,,,0.00138824
Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops ornatus,ornatus,,1,0.031,,,,,,,,,0.00064232
Chordata,Aves,Coraciiformes,Coraciidae,Eurystomus,Eurystomus orientalis,orientalis,,1,0.1875,,,,,,,,,0.00205128
Chordata,Aves,Passeriformes,Pittidae,Pitta,Pitta versicolor,versicolor,,1,0.1,,,,,,,,,0.00193732
Chordata,Aves,Passeriformes,Menuridae,Menura,Menura novaehollandiae,novaehollandiae,,1,1.024,,,,,,,,,0.01109556
Chordata,Aves,Passeriformes,Atrichorniithidae,Atrichornis,Atrichornis clamosus,clamosus,,1,0.043,,,,,,,,,0.0017612
Chordata,Aves,Passeriformes,Climacteridae,Cormobates,Cormobates leucophaea,leucophaea,,1,0.0207,,,,,,,,,0.00083916
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris erythrops,erythrops,,1,0.023,,,,,,,,,0.00091168
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris picumnus,picumnus,,1,0.0318,,,,,,,,,0.001036
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris melanura,melanura,,1,0.032,,,,,,,,,0.00089096
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris rufa,rufa,,1,0.033,,,,,,,,,0.00106708
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus maculosus,maculosus,,1,0.1692,,,,,,,,,0.0045584
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus crassirostris,crassirostris,,1,0.21,,,,,,,,,0.00415436
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Scenopoeetes,Scenopoeetes dentirostris,dentirostris,,1,0.1655,,,,,,,,,0.003626
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Amblyornis,Amblyornis newtonianus,newtonianus,,1,0.079,,,,,,,,,0.0024864
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Sericulus,Sericulus chrysocephalus,chrysocephalus,,1,0.104,,,,,,,,,0.00346024
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus violaceus,violaceus,,1,0.198,,,,,,,,,0.00488992
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus maculatus,maculatus,,1,0.147,,,,,,,,,0.0037814
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus nuchalis,nuchalis,,1,0.2,,,,,,,,,0.00519036
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,cyaneus,,1,0.0106,,,,,,,,,0.00048692
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus splendens,splendens,,1,0.0092,,,,,,,,,0.0004662
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus coronatus,coronatus,,1,0.0105,,,,,,,,,0.00049728
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus melanocephalus,melanocephalus,,1,0.0073,,,,,,,,,0.0004662
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus leucopterus,leucopterus,,1,0.0075,,,,,,,,,0.00040404
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus lamberti,lamberti,,1,0.008,,,,,,,,,0.00047656
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus pulcherrimus,pulcherrimus,,1,0.00925,,,,,,,,,0.00043512
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus elegans,elegans,,1,0.00975,,,,,,,,,0.00059052
Chordata,Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,malachurus,,1,0.0076,,,,,,,,,0.0004144
Chordata,Aves,Passeriformes,Maluridae,Amytornis,Amytornis goyderi,goyderi,,1,0.017,,,,,,,,,0.00080808
Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis,Dasyornis brachypterus,brachypterus,,1,0.045,,,,,,,,,0.0015022
Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis,Dasyornis broadbenti,broadbenti,,1,0.074,,,,,,,,,0.00194768
Chordata,Aves,Passeriformes,Acanthizidae,Pycnoptilus,Pycnoptilus floccosus,floccosus,,1,0.0292,,,,,,,,,0.00122248
Chordata,Aves,Passeriformes,Acanthizidae,Origma,Origma solitaria,solitaria,,1,0.0145,,,,,,,,,0.0008806
Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis citreogularis,citreogularis,,1,0.0169,,,,,,,,,0.00081844
Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis frontalis,frontalis,,1,0.013,,,,,,,,,0.00078736
Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis magnirostra,magnirostra,,1,0.01,,,,,,,,,0.0006216
Chordata,Aves,Passeriformes,Acanthizidae,Hylacola,Hylacola pyrrhopygia,pyrrhopygia,,1,0.017,,,,,,,,,0.00106708
Chordata,Aves,Passeriformes,Acanthizidae,Hylacola,Hylacola cauta,cauta,,1,0.0147,,,,,,,,,0.00083916
Chordata,Aves,Passeriformes,Acanthizidae,Calamanthus,Calamanthus fuliginosus,fuliginosus,,1,0.0208,,,,,,,,,0.0007252
Chordata,Aves,Passeriformes,Acanthizidae,Calamanthus,Calamanthus campestris,campestris,,1,0.014,,,,,,,,,0.00066304
Chordata,Aves,Passeriformes,Acanthizidae,Pyrrholaemus,Pyrrholaemus brunneus,brunneus,,1,0.012,,,,,,,,,0.00059052
Chordata,Aves,Passeriformes,Acanthizidae,Chthonicola,Chthonicola sagittata,sagittata,,1,0.0135,,,,,,,,,0.0006216
Chordata,Aves,Passeriformes,Acanthizidae,Smicrornis,Smicrornis brevirostris,brevirostris,,1,0.0057,,,,,,,,,0.00030044
Chordata,Aves,Passeriformes,Acanthizidae,Gerygone,Gerygone fusca,fusca,,1,0.006,,,,,,,,,0.00035224
Chordata,Aves,Passeriformes,Acanthizidae,Gerygone,Gerygone magnirostris,magnirostris,,1,0.007,,,,,,,,,0.00043512
Chordata,Aves,Passeriformes,Acanthizidae,Gerygone,Gerygone chloronota,chloronota,,1,0.0065,,,,,,,,,0.00037296
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza lineata,lineata,,1,0.0073,,,,,,,,,0.00052836
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza nana,nana,,1,0.0065,,,,,,,,,0.00037296
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza chrysorrhoa,chrysorrhoa,,1,0.0091,,,,,,,,,0.00044548
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza uropygialis,uropygialis,,1,0.006,,,,,,,,,0.00037296
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza reguloides,reguloides,,1,0.0074,,,,,,,,,0.00040404
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza inornata,inornata,,1,0.007,,,,,,,,,0.00045584
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza ewingii,ewingii,,1,0.007,,,,,,,,,0.00065268
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza pusilla,pusilla,,1,0.0074,,,,,,,,,0.0004662
Chordata,Aves,Passeriformes,Acanthizidae,Aphelocephala,Aphelocephala leucopsis,leucopsis,,1,0.0125,,,,,,,,,0.00055944
Chordata,Aves,Passeriformes,Acanthizidae,Aphelocephala,Aphelocephala nigricincta,nigricincta,,1,0.011,,,,,,,,,0.00048692
Chordata,Aves,Passeriformes,Pardalotidae,Pardalotus,Pardalotus punctatus,punctatus,,1,0.009,,,,,,,,,0.0004144
Chordata,Aves,Passeriformes,Pardalotidae,Pardalotus,Pardalotus striatus,striatus,,1,0.0106,,,,,,,,,0.00053872
Chordata,Aves,Passeriformes,Meliphagidae,Acanthorhynchus,Acanthorhynchus tenuirostris,tenuirostris,,1,0.011,,,,,,,,,0.00049728
Chordata,Aves,Passeriformes,Meliphagidae,Certhionyx,Certhionyx variegatus,variegatus,,1,0.027,,,,,,,,,0.00087024
Chordata,Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga lewinii,lewinii,,1,0.0333,,,,,,,,,0.00121212
Chordata,Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga notata,notata,,1,0.026,,,,,,,,,0.00090132
Chordata,Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga gracilis,gracilis,,1,0.015,,,,,,,,,0.0006734
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus frenatus,frenatus,,1,0.035,,,,,,,,,0.00107744
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus hindwoodi,hindwoodi,,1,0.02345,,,,,,,,,0.00092204
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus chrysops,chrysops,,1,0.01625,,,,,,,,,0.00074592
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus virescens,virescens,,1,0.0253,,,,,,,,,0.00095312
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus unicolor,unicolor,,1,0.031,,,,,,,,,0.00084952
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus flavus,flavus,,1,0.022,,,,,,,,,0.00073556
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus leucotis,leucotis,,1,0.0224,,,,,,,,,0.00092204
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus melanops,melanops,,1,0.0267,,,,,,,,,0.00095312
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus cratitius,cratitius,,1,0.02,,,,,,,,,0.00095312
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus keartlandi,keartlandi,,1,0.015,,,,,,,,,0.00071484
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus ornatus,ornatus,,1,0.017,,,,,,,,,0.000777
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus plumulus,plumulus,,1,0.0167,,,,,,,,,0.00089096
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus fuscus,fuscus,,1,0.0172,,,,,,,,,0.00075628
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus flavescens,flavescens,,1,0.0138,,,,,,,,,0.00053872
